,RMSE,MAE,Max Abs Error,R^2,dataset_id
0,1.639585397607169,0.5402352173783189,10.000846225077897,0.7013147797310564,18840905
1,1.9770882078464875,0.5131236428196863,14.19569962109621,0.8410709156196433,18870704
2,2.25109061064266,0.6216195833385747,17.85974536813,0.6443884765619069,18931102
3,1.330842107364057,0.4629982051098713,6.92661256581524,0.8562038368156271,18960629
4,2.0103352519575575,0.6662875438845389,12.92515907985685,0.8787995935864283,18990407
5,2.469504439845688,0.7472211157974101,16.17003381589045,0.791205250502655,19030303
6,2.6174412148291797,0.8229472038418558,15.893426977823317,0.6682496389847778,19030524
7,2.0547336403748533,0.6860915125663293,13.831997362310382,0.8413498895910425,19041114
8,2.8351636795951767,0.7787708459689214,26.77635708431432,0.8395852545170612,19080304
9,1.706234704623358,0.5223304878740094,11.687616652856377,0.8231579879534145,19100728
10,2.985455008483225,0.859342670207068,25.495617216576086,0.7302274031121947,19111201
11,2.445922135740526,0.7094811252387313,19.100000381469727,0.8601898867345343,19121101
12,1.3686045279471877,0.4956395211234879,8.402781690148268,0.9165610815717619,19141003
13,4.115674294661381,1.4057961647719606,29.81671416039361,0.8791734496285759,19151205
14,4.407741853203059,1.2948212565686479,29.09999942779541,0.7837174760477514,19180123
15,2.5916699257664657,0.8969448388670594,18.643180882891333,0.6161206209410773,19180528
16,2.7616619481410587,0.8894328088878942,17.89367146606063,0.782152246199798,19210209
17,1.467501169038718,0.5698852375923144,9.282594997762684,0.8496363751405653,19220612
18,2.5831743056151617,0.8856621805890748,23.799999237060547,0.9303282814872276,19230301
19,1.826544565156994,0.5958797197561078,11.68107072644655,0.7305378787549879,19240731
20,2.241024427784283,0.7671386487648345,14.300346360935809,0.7879372002130286,19241012
21,2.3816617818882904,0.9203163353008676,16.40000057220459,0.7117254250914625,19260826
22,3.3421229027404444,1.1309196302272921,27.770305007848588,0.7977397601215535,19270210
23,2.7593243438040416,1.0128771934378011,17.59999966621399,0.6952660955302039,19270527
24,2.8502354401645733,1.0781758887101967,18.6966405534722,0.8556779289813524,19271105
25,1.9196977853051174,0.7953482124967283,9.237323688930601,0.8223260796339105,19280804
26,2.6204941909477792,1.0337829125307048,17.0,0.7656301172931903,19300320
27,2.527783293767191,0.9179783593367391,15.059234223178159,0.745058752506575,19300829
28,5.060886483124653,1.4897400989902387,40.86831929320724,0.6401118127855718,19310217
29,2.6613115525242867,1.046688720361763,15.387147160771514,0.7179209918418981,19310430
30,4.55759184381485,1.378476613142628,34.00264606801094,0.6894393115526745,19321230
31,3.576465063337855,1.2081264198882862,27.0,0.5789040315885556,19341031
32,6.0344140725625754,2.252290734127043,42.41495388467623,0.6036282726326484,19361118
33,2.6947551570631427,1.184472575825302,14.998155482739408,0.6279198813614022,19370816
34,2.1919090624561837,0.9470095184105024,14.965710868651682,0.8025250348931212,19420528
35,2.8516577699847208,1.2221033675333999,18.999202466615234,0.5438041180697935,19420708
36,2.5989350799808935,1.1484158856380575,13.599999785423279,0.6411582870869593,19420730
37,4.522282231134539,1.9122880736979795,32.10000076144934,0.6856726374273518,19421130
38,2.9687823936492412,1.2993920019694298,15.59999942779541,0.6750757909948237,19430529
39,2.7708347584130797,1.1828006709619563,17.69999885559082,0.6825886450007354,19440815
40,4.1446135837842295,1.7114793201170881,31.700000762939453,0.7680502677719396,19460325
41,2.8069283422983977,1.207291107419317,22.738962086762303,0.554463123528624,19490718
42,2.9243278746915258,1.2542401555338445,22.700000286102295,0.7077546487951563,19490928
43,4.64654609364407,1.7183439608715703,36.79999923706055,0.6728145388467672,19491109
44,2.548766511728507,1.114404534882807,22.095930724345237,0.5480764060358461,19500802
45,3.6121201693528406,1.4313597795414568,30.110213539614378,0.5608706375097929,19510412
46,2.658297713656723,1.1907654815976174,20.80000066757202,0.64735896830699,19530527
47,4.184115401098074,1.8227210154057167,34.689233241778865,0.740211947685842,19560321
48,4.41268625018355,1.823074492939144,35.697676026444505,0.7905260771421118,19561216
49,2.862110845473078,1.2042761914627444,29.380178022346218,0.5990607330597966,19580911
50,5.2220092091435495,2.141851851575005,42.29999828338623,0.577655364733358,19591125
51,4.796286858561576,1.9852781264746702,34.79999923706055,0.6397583832521527,19600217
52,5.539989181449469,2.5572667581381006,41.59365084781542,0.4154521033162992,19611224
53,2.991195178979913,1.3087713649537396,22.341615288748216,0.437698961346051,19620921
54,2.5556321209233257,1.2028747172228358,20.23274901178754,0.5164491467072188,19630714
55,2.9944366243404343,1.3058467548326878,25.200000762939453,0.5487343389242327,19640524
56,5.137144883119222,2.0195782794212698,39.0,0.6360991967159104,19641206
57,5.677297067167268,2.2725440949399736,42.59999918937683,0.6989962628149312,19650128
58,2.614119427416618,1.19548650411985,18.40000033378601,0.6688721926947168,19650530
59,2.788603890719599,1.2762090153084684,21.600000381469727,0.5330335474559715,19650928
60,2.3364892934398878,1.1507657210130093,17.65762456375579,0.6064693368697776,19670602
61,5.385853798160644,2.149108698339386,38.30000066757202,0.6750836911603643,19720210
62,5.162160770163515,2.259532381137408,36.900001525878906,0.5225016689901828,19721228
63,5.46797038219409,2.2544691320096355,41.83748410316631,0.6660744007031096,19760211
64,3.41276717542559,1.4588903386053749,34.90000057220459,0.6993050690235576,19770423
65,2.6964867123732903,1.2522624352910128,22.099540336666173,0.498692470820551,19770603
66,4.713085897482619,1.91243243307568,42.49999928474426,0.4061265587791908,19781112
67,5.445493373403867,2.68289657528136,29.64837244339228,0.6221722449553932,19811215
68,5.983467098515549,2.4375169148532674,40.10000002384186,0.6792075942046176,19811225
69,5.690070692050984,2.4039358723643924,38.68383668893111,0.7029850069059418,19891212
70,3.06293634433368,1.4072648941964345,22.699999809265137,0.6778959845954002,19900510
71,2.9245905676599437,1.3076200918467822,20.44153274238374,0.3884149444513606,19910607
72,5.000899363110073,2.18660933282467,34.29335826423564,0.697039341728238,19930221
73,2.584501523091275,1.1889131164012035,17.499999821186066,0.48825771182599387,19930726
74,4.767588588525573,1.8773631443666023,40.19999924302101,0.6642645226542627,19970204
75,3.251393090576243,1.5123284384620468,23.116622407219563,0.647116291208558,19990506
76,2.5489581622679993,1.2047726033112993,18.199999809265137,0.5289702618392215,20000710
77,3.365422168240226,1.4173967233098568,35.0,0.4984299860837653,20010426
78,5.302264377095175,2.381876687281449,38.59999942779541,0.6701437003554683,20030201
79,4.8304003261694985,2.0499062757011703,30.90060920695516,0.6728918292616781,20060217
80,4.447324768025918,2.005841491651999,30.944226413473455,0.46431797065186264,20060313
81,3.3592378765465365,1.6461988791635387,17.90000057220459,0.4340678025152197,20060714
82,5.4201756264042205,1.865947623988685,45.10000038146973,0.49101696620500457,20081204
83,4.491046714011577,1.8192127551795703,37.79999923706055,0.6655248886306133,20090127
84,4.994544056832018,2.0685589293988285,38.12303756944285,0.6157089403978246,20090311
85,4.193270242706307,1.7722040330568254,33.39287752849979,0.5494486809690438,20100310
86,2.6947629744524124,1.2537765853789147,20.799999713897705,0.6304504635107966,20100729
87,3.6924227126875664,1.7283842524348791,22.500000476837158,0.5733430606510608,20100826
88,3.2195364898639007,1.3893114213180884,23.300000190734863,0.4398827233966224,20100916
89,2.8261453953058764,1.3567388861893206,17.09999942779541,0.6163200367935717,20110701
90,4.806128043663334,1.940545423181016,43.400001525878906,0.6981924001398279,20120104
91,4.505888956406893,1.847624872806142,37.09999942779541,0.684997860253014,20151108
92,5.517876486245124,2.5492496703166867,41.10000002384186,0.6761489757511817,20151227
93,3.3192894970639752,1.4789413106314138,24.347802136016615,0.4832338073794765,20170425
94,2.831904374185207,1.310985980264274,24.681666539585464,0.5689669358527416,20201106
95,2.118551502386651,0.9247899100613687,23.976291517150436,0.49536528351272635,20210609
96,3.9334956828294065,1.5688930199521893,28.994515045566214,0.7208025773491091,20220104
97,3.8271734433560356,1.5057670848175528,28.93652084780724,0.5983663097636849,20230224
98,6.81000571613624,2.745411683910785,42.39768412617377,0.7126302861955212,20240105
99,3.287128052980483,1.318447899449214,27.643087380870224,0.510426582985031,20250331
